year,province,batch,category,first_subject,second_subject_requirement,university_code,university_name,major_group_code,major_group_name,major_code,major_name,plan_seats,tuition,schooling_years,campus,is_sino_foreign,is_private,notes,physical_limit_note,single_subject_limit_note,limits,source_id,source_url,source_type,raw_document_sha256,parser_name,parser_version,parse_confidence,confidence_score,license_note,review_status,reviewer
2026,湖北,本科普通批,普通类,physics,化学,HBA011,湖北样例011大学,HBA011-P11,物理11组-物理+化学专业组,080901,计算机科学与技术,70,7700,4年,黄冈,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA012,湖北样例012大学,HBA012-P12,物理12组-物理+化学专业组,080701,电子信息工程,77,5200,4年,荆州,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA013,湖北样例013大学,HBA013-P13,物理13组-物理+化学专业组,080801,自动化,84,5700,4年,十堰,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA014,湖北样例014大学,HBA014-P14,物理14组-物理+不限专业组,081001,土木工程,70,6200,4年,孝感,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA015,湖北样例015大学,HBA015-P15,物理15组-物理+化学专业组,100201,临床医学,77,6700,4年,咸宁,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA016,湖北样例016大学,HBA016-P16,物理16组-物理+化学专业组,080901,计算机科学与技术,52,7200,4年,武汉,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA017,湖北样例017大学,HBA017-P17,物理17组-物理+化学专业组,080701,电子信息工程,59,28000,4年,襄阳,否,是,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA018,湖北样例018大学,HBA018-P18,物理18组-物理+化学专业组,080801,自动化,66,5200,4年,宜昌,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA019,湖北样例019大学,HBA019-P19,物理19组-物理+不限专业组,081001,土木工程,73,42000,4年,黄冈,是,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA020,湖北样例020大学,HBA020-P20,物理20组-物理+化学专业组,100201,临床医学,80,6200,4年,荆州,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA021,湖北样例021大学,HBA021-P21,物理21组-物理+化学专业组,080901,计算机科学与技术,66,6700,4年,十堰,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA022,湖北样例022大学,HBA022-P22,物理22组-物理+化学专业组,080701,电子信息工程,73,7200,4年,孝感,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA023,湖北样例023大学,HBA023-P23,物理23组-物理+化学专业组,080801,自动化,80,7700,4年,咸宁,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA024,湖北样例024大学,HBA024-P24,物理24组-物理+不限专业组,081001,土木工程,55,5200,4年,武汉,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA025,湖北样例025大学,HBA025-P25,物理25组-物理+化学专业组,100201,临床医学,62,5700,4年,襄阳,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA026,湖北样例026大学,HBA026-P26,物理26组-物理+化学专业组,080901,计算机科学与技术,69,6200,4年,宜昌,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA027,湖北样例027大学,HBA027-P27,物理27组-物理+化学专业组,080701,电子信息工程,76,6700,4年,黄冈,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA028,湖北样例028大学,HBA028-P28,物理28组-物理+化学专业组,080801,自动化,62,7200,4年,荆州,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA029,湖北样例029大学,HBA029-P29,物理29组-物理+不限专业组,081001,土木工程,69,7700,4年,十堰,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA030,湖北样例030大学,HBA030-P30,物理30组-物理+化学专业组,100201,临床医学,76,5200,4年,孝感,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA031,湖北样例031大学,HBA031-P31,物理31组-物理+化学专业组,080901,计算机科学与技术,83,5700,4年,咸宁,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA032,湖北样例032大学,HBA032-P32,物理32组-物理+化学专业组,080701,电子信息工程,58,6200,4年,武汉,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA033,湖北样例033大学,HBA033-P33,物理33组-物理+化学专业组,080801,自动化,65,6700,4年,襄阳,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA034,湖北样例034大学,HBA034-P34,物理34组-物理+不限专业组,081001,土木工程,72,28000,4年,宜昌,否,是,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA035,湖北样例035大学,HBA035-P35,物理35组-物理+化学专业组,100201,临床医学,58,7700,4年,黄冈,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA036,湖北样例036大学,HBA036-P36,物理36组-物理+化学专业组,080901,计算机科学与技术,65,5200,4年,荆州,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA037,湖北样例037大学,HBA037-P37,物理37组-物理+化学专业组,080701,电子信息工程,72,5700,4年,十堰,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA038,湖北样例038大学,HBA038-P38,物理38组-物理+化学专业组,080801,自动化,79,42000,4年,孝感,是,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA039,湖北样例039大学,HBA039-P39,物理39组-物理+不限专业组,081001,土木工程,86,6700,4年,咸宁,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA040,湖北样例040大学,HBA040-P40,物理40组-物理+化学专业组,100201,临床医学,61,7200,4年,武汉,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA041,湖北样例041大学,HBA041-P41,物理41组-物理+化学专业组,080901,计算机科学与技术,68,7700,4年,襄阳,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA042,湖北样例042大学,HBA042-P42,物理42组-物理+化学专业组,080701,电子信息工程,54,5200,4年,宜昌,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA043,湖北样例043大学,HBA043-P43,物理43组-物理+化学专业组,080801,自动化,61,5700,4年,黄冈,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA044,湖北样例044大学,HBA044-P44,物理44组-物理+不限专业组,081001,土木工程,68,6200,4年,荆州,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA045,湖北样例045大学,HBA045-P45,物理45组-物理+化学专业组,100201,临床医学,75,6700,4年,十堰,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA046,湖北样例046大学,HBA046-P46,物理46组-物理+化学专业组,080901,计算机科学与技术,82,7200,4年,孝感,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA047,湖北样例047大学,HBA047-P47,物理47组-物理+化学专业组,080701,电子信息工程,89,7700,4年,咸宁,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA048,湖北样例048大学,HBA048-P48,物理48组-物理+化学专业组,080801,自动化,64,5200,4年,武汉,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,不限,HBA049,湖北样例049大学,HBA049-P49,物理49组-物理+不限专业组,081001,土木工程,50,5700,4年,襄阳,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA050,湖北样例050大学,HBA050-P50,物理50组-物理+化学专业组,100201,临床医学,57,6200,4年,宜昌,否,否,虚构样例，仅用于格式和流程测试,色弱慎报,,色弱慎报,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA051,湖北样例051大学,HBA051-P51,物理51组-物理+化学专业组,080901,计算机科学与技术,64,28000,4年,黄冈,否,是,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA052,湖北样例052大学,HBA052-P52,物理52组-物理+化学专业组,080701,电子信息工程,71,7200,4年,荆州,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
2026,湖北,本科普通批,普通类,physics,化学,HBA053,湖北样例053大学,HBA053-P53,物理53组-物理+化学专业组,080801,自动化,78,7700,4年,十堰,否,否,虚构样例，仅用于格式和流程测试,,,,fixture-plan-2026,manual-upload://official-hubei-2026-plan-fixture,fixture_seed,bc5e71eb234b2c509307694654a48751942de6062d2cf120376a422cd3888dfe,static_csv_seed,curated-fixture-seed-v0.2,0.95,0.95,fixture seed mirrors public Hubei admissions schema; replace with reviewed official rows before production,approved,system_seed
